"","gene","pLI"
"13050","LCN8",0.00087637
"13051","KLRD1",0.0008747
"13052","MOB3C",1.7788e-05
"13053","NOB1",1.1349e-09
"13054","TMEM231",3.1399e-07
"13055","PBK",1.2188e-06
"13056","EXOSC3",0.00024296
"13057","RRNAD1",1.403e-11
"13058","TCEAL8",0.54338
"13059","ARMC7",0.036089
"13060","ANKMY1",2.6293e-24
"13061","MXD3",0.0030954
"13062","RASL12",0.00087102
"13063","ODF4",0.010768
"13064","LIPJ",7.8196e-08
"13065","BTN2A2",1.3821e-11
"13066","GUCA2A",0.28692
"13067","CMKLR1",0.010767
"13068","PAAF1",6.0412e-11
"13069","DEGS2",0.0002409
"13070","SERPINF1",7.8044e-08
"13071","GNPTG",4.6332e-09
"13072","C17orf105",0.0030854
"13073","POLQ",1.3079e-82
"13074","CDT1",2.5825e-10
"13075","DRGX",0.00023988
"13076","FGGY",3.1851e-18
"13077","TMEM54",0.0030921
"13078","FBXO16",4.6108e-09
"13079","IP6K3",3.0854e-07
"13080","WRB",0.00086766
"13081","PARM1",0.000869
"13082","SAMD3",1.5324e-15
"13083","CCDC66",5.6053e-36
"13084","FSHR",1.3689e-11
"13085","RNH1",2.5541e-10
"13086","TDRD6",5.4437e-45
"13087","BEX1",0.54273
"13088","GOLGA8N",0.28645
"13089","FOXL1",0.035865
"13090","NAGK",4.5517e-09
"13091","OR10Z1",0.11093
"13092","CHMP2B",4.6203e-06
"13093","AIMP1",3.0411e-07
"13094","ZNF829",5.8965e-11
"13095","GRAP",0.11064
"13096","PLSCR2",1.1863e-06
"13097","HS1BP3",1.1873e-06
"13098","CEACAM6",1.1884e-06
"13099","PDLIM3",3.032e-07
"13100","DPH7",1.8603e-08
"13101","PPFIBP2",6.004e-34
"13102","IRG1",4.5659e-06
"13103","STRA13",0.11069
"13104","GNG3",0.54217
"13105","RP11-433C9.2",0.035697
"13106","RP11-477N12.3",0.00023666
"13107","DGAT1",1.4082e-17
"13108","TMEM244",0.010646
"13109","PLA2G2C",0.035718
"13110","ASB2",6.774e-15
"13111","C1QL2",0.035707
"13112","RAD51D",1.0631e-09
"13113","LRRC23",1.8429e-08
"13114","CCDC81",5.0855e-23
"13115","MAP6D1",0.11028
"13116","CD3G",1.712e-05
"13117","EFS",1.8222e-08
"13118","MLF1",4.3955e-09
"13119","ZNF71",1.835e-08
"13120","PGAM5",6.4116e-05
"13121","TMPPE",0.0008517
"13122","LRRIQ3",1.374e-13
"13123","LTK",9.286e-26
"13124","RP11-162P23.2",4.4737e-06
"13125","SPRY1",0.0030398
"13126","ZNF480",0.03557
"13127","UGT2B4",4.3777e-09
"13128","ZNF692",1.2582e-11
"13129","SKA1",1.7022e-05
"13130","BCAT2",2.826e-12
"13131","PCOLCE2",5.4571e-11
"13132","HEMGN",1.0292e-09
"13133","MRPL53",0.28485
"13134","ADRA2B",4.4533e-06
"13135","LDHD",1.3494e-13
"13136","CD300A",1.1537e-06
"13137","KLHL30",5.4481e-11
"13138","ZNF789",2.9215e-07
"13139","UPK3B",0.00023426
"13140","KRT39",6.2024e-13
"13141","RP11-1012A1.4",0.28468
"13142","C6orf15",0.010531
"13143","HHLA1",2.9066e-14
"13144","ZDHHC13",1.1955e-19
"13145","NUTM2F",4.2727e-09
"13146","VEPH1",2.296e-22
"13147","NANOS1",0.54106
"13148","PANX2",4.4188e-06
"13149","KIAA0391",1.3271e-13
"13150","AKAP7",2.8942e-07
"13151","GAB4",2.344e-10
"13152","SLC25A39",5.3953e-11
"13153","SCFD2",6.0175e-13
"13154","LUZP2",2.3478e-10
"13155","ODF2L",5.6731e-19
"13156","ACTA1",1.1385e-06
"13157","OVCH1",3.9432e-36
"13158","CHRFAM7A",0.00023228
"13159","C12orf40",1.2906e-13
"13160","MFRP",1.3093e-15
"13161","TFPI2",0.00084274
"13162","CEP89",8.3504e-26
"13163","NFAM1",6.2864e-05
"13164","SPAG6",1.298e-13
"13165","SCG5",6.2865e-05
"13166","EFCAB11",0.00023166
"13167","AK2",6.2706e-05
"13168","CTC-454I21.3",0.10952
"13169","GKN2",0.00023223
"13170","TMEM79",4.3888e-06
"13171","C12orf45",0.010456
"13172","CATSPER2",5.8613e-17
"13173","CLDN10",0.00083876
"13174","PIWIL3",5.3547e-32
"13175","SLC13A1",1.2291e-17
"13176","SEC22C",2.8553e-07
"13177","GTPBP3",4.1886e-09
"13178","PRSS38",6.2675e-05
"13179","KCNA10",0.00083822
"13180","TAPBPL",2.3058e-10
"13181","PLEKHG4B",1.0827e-32
"13182","NEK11",1.0374e-21
"13183","GPR115",2.7656e-14
"13184","OBFC1",2.295e-10
"13185","HAND1",0.10914
"13186","DUSP26",0.00023011
"13187","GBP1",1.2564e-15
"13188","C1QTNF2",0.00083478
"13189","SLC12A8",5.3107e-19
"13190","MCUR1",1.1206e-06
"13191","SLC7A4",2.8317e-07
"13192","FAXDC2",1.7164e-08
"13193","SBDS",6.2076e-05
"13194","GJC2",0.010438
"13195","SGOL1",2.5902e-12
"13196","CLN5",1.7111e-08
"13197","EPX",2.2664e-20
"13198","LEPRE1",2.2869e-20
"13199","MYF5",0.00022918
"13200","PLB1",1.7315e-72
"13201","ZNF154",2.8224e-07
"13202","NAA11",0.010415
"13203","SYTL3",2.2377e-20
"13204","STARD5",6.1762e-05
"13205","ZNF19",4.3113e-06
"13206","CCDC153",1.6504e-05
"13207","PTPRCAP",0.54001
"13208","TTLL3",1.0765e-19
"13209","WDR49",1.0465e-19
"13210","GPR110",2.0011e-22
"13211","AANAT",0.002969
"13212","TTC23L",5.0245e-11
"13213","SLC27A1",2.5752e-16
"13214","ANKRD7",4.2975e-06
"13215","HOXA5",0.0029693
"13216","IQCC",4.0474e-09
"13217","SAMSN1",5.0417e-11
"13218","SIGLEC12",1.2163e-13
"13219","RP11-723O4.6",2.1637e-10
"13220","DPT",4.2743e-06
"13221","MFAP2",4.2671e-06
"13222","POLR3K",0.10849
"13223","ZNF275",0.00022666
"13224","CHCHD7",0.034885
"13225","FTCD",5.523e-15
"13226","KXD1",0.034926
"13227","TNFAIP6",1.0939e-06
"13228","ANKRD42",2.1439e-10
"13229","ATP6V1E2",0.0029486
"13230","ARL10",0.00082222
"13231","KRT38",3.9395e-09
"13232","C15orf62",0.034814
"13233","MRPS36",0.10812
"13234","EME1",2.4963e-14
"13235","APOF",0.010295
"13236","MEDAG",1.6145e-05
"13237","LANCL1",1.0827e-11
"13238","ARL14EPL",0.034771
"13239","ITIH1",2.0755e-31
"13240","SIGLEC1",5.3298e-46
"13241","XRCC6BP1",1.6095e-05
"13242","KIAA1407",4.1656e-32
"13243","ADRA2A",0.00081816
"13244","GJE1",0.10802
"13245","GRSF1",1.066e-11
"13246","AKNAD1",3.6153e-23
"13247","LCTL",9.6021e-20
"13248","NAAA",2.0742e-10
"13249","LRRC29",0.00022334
"13250","NFU1",4.1487e-06
"13251","CORIN",6.5072e-35
"13252","ZNF260",6.0163e-05
"13253","SPEF1",1.5956e-05
"13254","ENTPD8",1.0421e-11
"13255","MUT",1.7087e-22
"13256","KRT3",8.9951e-10
"13257","TCTN1",1.0708e-15
"13258","CHST5",0.00022148
"13259","ECI2",6.5525e-08
"13260","GOLGA6L2",1.0579e-06
"13261","PNLIPRP1",1.0944e-13
"13262","KBTBD12",2.3384e-14
"13263","GPR75",1.5813e-05
"13264","TNFAIP8L1",0.5379
"13265","OLFML1",1.5857e-08
"13266","HTRA3",6.5843e-08
"13267","CD1C",1.5963e-08
"13268","HSPA1L",1.057e-06
"13269","C9orf156",6.4724e-08
"13270","ATP6V1G3",0.10745
"13271","AP1G2",5.0978e-28
"13272","PTMA",0.034451
"13273","ITGB6",1.6277e-22
"13274","ORAI3",0.034454
"13275","CD93",1.9782e-10
"13276","C9orf91",6.4533e-08
"13277","CACFD1",0.00080583
"13278","ZNF724P",0.10729
"13279","CMC1",0.1073
"13280","LECT1",1.0396e-06
"13281","PPP1R15A",2.206e-12
"13282","NAT9",0.00022044
"13283","FAM200A",6.4144e-08
"13284","RP11-542P2.1",4.0771e-06
"13285","TXNDC5",4.872e-13
"13286","ANKZF1",5.8245e-26
"13287","SIRT5",8.6584e-10
"13288","VAMP8",0.10726
"13289","DERL3",0.000219
"13290","TYW5",1.9542e-10
"13291","SGK2",2.1934e-12
"13292","PHLDB3",3.6204e-21
"13293","C21orf140",0.01012
"13294","CLDN7",0.0028828
"13295","MYZAP",4.4081e-17
"13296","ACSM4",4.0476e-19
"13297","LRRC43",4.7157e-15
"13298","MARVELD3",2.5885e-07
"13299","ABCC11",3.9884e-46
"13300","SLC25A26",2.5832e-07
"13301","CCDC110",4.1042e-19
"13302","TCL1B",0.010127
"13303","BCS1L",4.6972e-13
"13304","PLA1A",4.3709e-11
"13305","CWH43",7.2561e-22
"13306","CHIA",1.0115e-13
"13307","PCNXL4",1.5173e-22
"13308","HESX1",0.00079734
"13309","DDO",8.3982e-10
"13310","C1QTNF1-AS1",0.53681
"13311","C9orf64",1.0255e-06
"13312","CDH26",5.3761e-26
"13313","GCAT",1.5281e-08
"13314","CPA6",4.3984e-17
"13315","CYP2B6",1.9303e-10
"13316","SLC25A13",1.2833e-24
"13317","MS4A18",1.0223e-06
"13318","SLC8B1",2.0302e-16
"13319","TEX101",0.00079525
"13320","PAXIP1-AS2",0.27949
"13321","ATP6V1G2",0.0028604
"13322","PIGV",1.5131e-08
"13323","GPR83",1.0181e-06
"13324","C1D",0.03411
"13325","C17orf96",0.27965
"13326","IGSF10",5.8027e-49
"13327","FAM43B",0.10664
"13328","CLCNKB",1.4025e-22
"13329","AP5B1",4.2746e-11
"13330","DUSP19",0.010044
"13331","APBA3",2.0716e-12
"13332","NUDT10",0.1065
"13333","MLKL",2.0931e-14
"13334","EFHB",5.7973e-24
"13335","FIG4",2.3423e-34
"13336","GPR89B",0.00021519
"13337","CCDC116",3.9339e-06
"13338","KRAS",0.00078803
"13339","ZMAT5",1.5247e-05
"13340","GBP4",9.1784e-16
"13341","ANXA10",9.5506e-14
"13342","HAPLN3",1.0068e-06
"13343","ALDH7A1",1.3923e-22
"13344","PRSS12",8.382e-29
"13345","SPAM1",1.8621e-10
"13346","FAM105A",3.4462e-09
"13347","IGJ",0.033839
"13348","TMEM200C",0.10617
"13349","PDK4",9.142e-12
"13350","ADH1B",9.934e-07
"13351","ANKRD2",1.4714e-08
"13352","BAMBI",0.00021381
"13353","ARMC6",1.8352e-10
"13354","LDLRAD2",0.00021385
"13355","WFDC5",0.033893
"13356","CYP2F1",3.4078e-09
"13357","PARP3",1.9738e-14
"13358","OR2B2",0.0099618
"13359","DCPS",2.4654e-07
"13360","FAM186B",5.5062e-24
"13361","CGNL1",4.686e-42
"13362","WDR16",8.1211e-18
"13363","MBD4",1.9706e-14
"13364","SLC28A3",2.6549e-23
"13365","GUCA1B",0.00021337
"13366","C11orf87",0.27816
"13367","CNBD2",3.8389e-17
"13368","NGRN",0.00077946
"13369","GPATCH4",5.6931e-05
"13370","SAMD9",1.0521e-33
"13371","PRR15",0.53532
"13372","NLRC3",2.2317e-25
"13373","FAM129A",7.1694e-20
"13374","ZNF333",7.7896e-18
"13375","ANKS4B",1.4867e-05
"13376","GPR97",8.9433e-14
"13377","TPD52L1",1.4908e-05
"13378","PACRG",2.4288e-07
"13379","PYHIN1",7.7771e-10
"13380","PDZD9",0.0028043
"13381","IL17B",0.033631
"13382","CCBL1",1.8743e-12
"13383","RASSF9",1.4029e-08
"13384","C22orf15",0.0027949
"13385","PCDHA3",8.3984e-16
"13386","MMP25",8.7309e-14
"13387","KLHL38",1.4099e-08
"13388","BNIP1",9.678e-07
"13389","INHBC",5.6341e-05
"13390","LRRC56",7.6752e-10
"13391","TMEM88",0.27743
"13392","CDC25C",4.1014e-13
"13393","BTBD16",3.5604e-17
"13394","SPRYD7",0.00020923
"13395","HES3",0.27711
"13396","PRAME",2.394e-07
"13397","KIF25",9.6357e-07
"13398","POLR3D",3.8286e-11
"13399","SPATC1",3.2793e-09
"13400","TMEM100",0.53437
"13401","TRUB2",3.79e-06
"13402","CCDC169",3.7927e-06
"13403","TMEM237",1.8704e-12
"13404","KNOP1",2.3895e-07
"13405","KRTAP10-12",0.0098403
"13406","TMEM130",1.4003e-08
"13407","GABRR1",8.6523e-14
"13408","UBE2V2",0.03351
"13409","OR2J3",0.0098541
"13410","SETD4",4.042e-13
"13411","CFC1",0.10509
"13412","PGA3",0.10495
"13413","DGAT2",8.3643e-12
"13414","EMG1",1.4661e-05
"13415","ZSWIM2",3.8377e-15
"13416","DKK4",0.00076744
"13417","HIST3H2A",0.53421
"13418","DHTKD1",2.7884e-30
"13419","CCDC122",3.7759e-06
"13420","SUCNR1",0.00076877
"13421","LY6G6F",9.5579e-07
"13422","RNASEH2B",3.2569e-09
"13423","AMIGO3",0.00020785
"13424","PENK",0.0002077
"13425","KCNK15",0.033356
"13426","SERINC2",3.9153e-13
"13427","PKD2L1",1.5748e-27
"13428","ATIC",3.0109e-19
"13429","RAB36",1.6531e-10
"13430","FAM181A",0.00076374
"13431","C17orf72",0.0097713
"13432","THUMPD3",8.1727e-14
"13433","ZNF580",0.53362
"13434","MATN3",1.35e-08
"13435","OAS2",2.605e-21
"13436","MFSD1",3.3314e-17
"13437","PHKG1",3.572e-15
"13438","IDO2",3.1422e-09
"13439","C1orf146",0.00020595
"13440","PXMP4",0.00075854
"13441","HPGD",1.4357e-05
"13442","SEC14L5",5.0927e-22
"13443","OGFOD1",3.3103e-17
"13444","APOPT1",0.00020615
"13445","UGT3A2",7.1897e-10
"13446","OLFML3",5.6198e-08
"13447","ZNF383",3.6577e-11
"13448","GSDMC",8.0925e-14
"13449","PCDHB16",5.5748e-08
"13450","RHNO1",0.0027455
"13451","KRT40",7.0984e-10
"13452","CLEC14A",1.4324e-05
"13453","CHAC1",0.00020552
"13454","SPNS3",1.7173e-12
"13455","BPIFB3",3.6763e-13
"13456","CTSV",2.3031e-07
"13457","GALK2",7.8958e-14
"13458","PGLS",0.00075276
"13459","BPI",1.6514e-14
"13460","SLC28A1",5.737e-20
"13461","REG4",0.00075276
"13462","NT5C",0.0027292
"13463","STX8",1.3184e-08
"13464","SFTPC",0.00075276
"13465","ATP6V1G1",0.10407
"13466","FSIP1",7.6972e-14
"13467","SPAG8",1.6843e-12
"13468","ZNF234",1.6875e-12
"13469","SUN5",7.7476e-14
"13470","MRPS35",3.0487e-09
"13471","ICAM2",0.00075003
"13472","ZNF16",1.6538e-12
"13473","METTL10",2.254e-07
"13474","HEPACAM2",1.566e-10
"13475","MGST3",0.00020347
"13476","ZNF141",0.10393
"13477","EMR2",2.7615e-28
"13478","MYOC",7.633e-12
"13479","IGSF23",0.0096591
"13480","UMOD",3.0798e-17
"13481","FBLIM1",5.3941e-05
"13482","ARL6IP5",0.10381
"13483","ECHDC2",1.55e-10
"13484","PCSK1N",0.53242
"13485","C11orf96",0.0096256
"13486","RNF7",0.032867
"13487","PIGM",5.3861e-05
"13488","TRIM50",1.5479e-10
"13489","C14orf166B",1.548e-14
"13490","TEKT2",7.4313e-12
"13491","AOC2",3.2599e-15
"13492","ZNF14",0.10354
"13493","CD82",1.2726e-08
"13494","GATS",0.0096067
"13495","ARV1",3.5867e-06
"13496","IRAK2",2.6055e-19
"13497","MELK",4.5055e-22
"13498","LEPREL4",1.5029e-10
"13499","UPB1",7.3647e-12
"13500","OPTN",5.91e-18
"13501","CARD6",3.3903e-13
"13502","SDHC",0.00020065
"13503","SPATS1",8.9551e-07
"13504","TIGD4",5.3397e-08
"13505","MRPL51",0.032765
"13506","KRT73",7.1972e-12
"13507","PYCR1",0.00019947
"13508","NUDT11",0.10316
"13509","INIP",0.032654
"13510","SOWAHD",0.53135
"13511","HIGD1A",0.032658
"13512","SRFBP1",7.1253e-12
"13513","HOXB6",0.00073817
"13514","ACSM5",1.1745e-18
"13515","GFRAL",6.5227e-10
"13516","AP001468.1",0.10302
"13517","PEPD",1.4633e-14
"13518","LY6G6D",0.032554
"13519","PRAMEF12",5.2721e-05
"13520","SUPT3H",3.2442e-11
"13521","CHRNA2",6.4532e-10
"13522","KLHL17",1.3052e-16
"13523","FFAR4",1.3634e-05
"13524","ZPBP2",1.2212e-08
"13525","TSHR",3.0447e-15
"13526","WDR73",2.8229e-09
"13527","CDK3",2.1415e-07
"13528","POTEC",1.4383e-10
"13529","SLC22A14",3.1738e-13
"13530","SLC6A20",2.6621e-17
"13531","GAMT",0.0094758
"13532","PRAP1",0.032463
"13533","NDUFB5",0.00073075
"13534","TBC1D3",0.53063
"13535","PLIN1",3.1486e-11
"13536","CTD-2287O16.3",0.032343
"13537","C16orf92",0.03237
"13538","RNF144B",6.3516e-10
"13539","TCP11L2",1.4743e-12
"13540","ITFG3",1.459e-12
"13541","RNPEP",2.6051e-17
"13542","MTERF",8.6123e-07
"13543","C5orf45",1.3396e-05
"13544","FFAR2",0.0094238
"13545","CEP63",6.2444e-25
"13546","TMEM17",0.0094291
"13547","PON3",2.1034e-07
"13548","METTL5",5.1688e-05
"13549","CRYBA2",0.00019464
"13550","GEM",1.179e-08
"13551","HTR3D",5.0168e-08
"13552","GDF5OS",0.002636
"13553","HAVCR1",8.5105e-07
"13554","PIPOX",6.6433e-12
"13555","DACT2",0.0094032
"13556","SLC36A2",6.1509e-10
"13557","GPATCH3",6.3952e-14
"13558","NLRP8",6.0834e-25
"13559","ANKRD30A",2.685e-45
"13560","MST1R",7.8684e-37
"13561","TRIM16L",3.3944e-06
"13562","EXD1",6.4033e-14
"13563","EPHX2",1.7936e-21
"13564","KRT77",1.4217e-12
"13565","FRG1B",0.0026368
"13566","GPR160",0.00072275
"13567","RIPPLY2",0.0093945
"13568","YARS2",3.0025e-11
"13569","PIGF",0.00071995
"13570","IDH3B",2.9929e-11
"13571","GPR25",0.0093779
"13572","PLBD1",1.1759e-16
"13573","SPEM1",1.3289e-05
"13574","ANXA3",6.5152e-12
"13575","ZFAND1",4.9277e-08
"13576","CLIC1",0.00019265
"13577","SCN1B",0.10186
"13578","ZNF239",2.0543e-07
"13579","DNPH1",0.032074
"13580","HAO2",5.9977e-10
"13581","ZNF474",0.00071798
"13582","TAS2R7",0.032062
"13583","GNL3",1.9878e-19
"13584","PDZD3",1.3463e-12
"13585","PCDHGA2",5.4715e-16
"13586","RAC3",0.0026125
"13587","SERPINA7",0.0026137
"13588","PMS2",4.5176e-27
"13589","DGCR6L",5.0636e-05
"13590","MS4A1",5.0781e-05
"13591","MLLT11",0.52915
"13592","CYP3A7",6.1237e-14
"13593","ZNF467",2.6159e-09
"13594","RMDN1",5.8995e-10
"13595","LPAR6",0.0007129
"13596","NMUR1",5.0352e-05
"13597","P2RX5",2.8546e-13
"13598","MURC",5.0529e-05
"13599","MEOX1",0.00019076
"13600","PRG2",0.00019062
"13601","DCDC1",4.7858e-08
"13602","DCTD",0.00070935
"13603","NXPE2",1.1215e-08
"13604","SCGB1D2",0.2703
"13605","GREM2",0.031824
"13606","SFTPA2",0.0092512
"13607","TIMMDC1",1.1142e-08
"13608","MUC15",5.0143e-05
"13609","OXTR",0.00071066
"13610","BPIFB6",2.8058e-13
"13611","BMP8B",0.0001897
"13612","FBXW8",5.2356e-16
"13613","DPH5",8.1083e-07
"13614","NDUFC1",0.10105
"13615","GBP6",5.233e-16
"13616","FAM150B",0.031797
"13617","FSBP",0.00070681
"13618","LMF1",5.1419e-16
"13619","FAM221B",1.1077e-08
"13620","CCDC176",1.0672e-16
"13621","VAMP3",0.0025882
"13622","GTF2A1L",2.7752e-11
"13623","STAMBPL1",1.1971e-14
"13624","ACAD8",5.6389e-14
"13625","OAS3",1.9653e-33
"13626","SLITRK6",5.6989e-14
"13627","DUOX2",4.5032e-56
"13628","SULT1E1",1.9701e-07
"13629","PPP1R32",2.4447e-15
"13630","BATF3",0.03171
"13631","KIAA0226L",4.3599e-18
"13632","SLCO1A2",1.0581e-16
"13633","FSD2",1.5277e-21
"13634","ADH4",8.0684e-07
"13635","TNFRSF13C",0.26993
"13636","PNPLA4",0.0025724
"13637","FAM101B",0.26962
"13638","ZFR2",9.7623e-26
"13639","FGF11",0.00018767
"13640","PXMP2",0.009178
"13641","NUTM2G",5.6293e-10
"13642","BEX2",0.10078
"13643","RHBDD3",4.9464e-05
"13644","UTS2",0.031612
"13645","PLLP",0.0091916
"13646","ZNF44",0.0025686
"13647","YJEFN3",1.2695e-05
"13648","AC008271.1",0.10066
"13649","CCDC84",5.4698e-14
"13650","RRP8",1.2303e-10
"13651","VWA5B1",9.1392e-33
"13652","PGLYRP2",2.6765e-11
"13653","KRT6B",5.5245e-10
"13654","CPA1",2.6567e-11
"13655","ANGPTL1",1.2103e-10
"13656","GLUD2",0.03152
"13657","CDHR3",2.3071e-24
"13658","GLDN",2.5809e-13
"13659","OC90",5.6811e-12
"13660","OC90",5.6811e-12
"13661","FLJ27365",0.10042
"13662","CLCA2",1.4744e-28
"13663","REEP5",0.00069737
"13664","CD55",5.6753e-12
"13665","PSAT1",1.0621e-08
"13666","INPP1",7.898e-07
"13667","KIF4B",4.6327e-25
"13668","CLDN18",0.0001865
"13669","TRIM74",0.0091423
"13670","APEX1",1.9191e-07
"13671","TMEM206",5.4081e-10
"13672","RP11-383H13.1",0.00069491
"13673","ABCC12",4.5659e-49
"13674","MARC1",4.5163e-08
"13675","SERGEF",5.2893e-14
"13676","SMPDL3B",2.4146e-09
"13677","ZADH2",0.002543
"13678","EFHD2",0.0090981
"13679","URM1",0.031327
"13680","MCFD2",0.10011
"13681","RPS27L",0.10011
"13682","HTR6",0.00018524
"13683","PPA2",1.1789e-10
"13684","RP11-176H8.1",0.10001
"13685","C3orf22",0.1001
"13686","SORD",4.4938e-08
"13687","TMEM43",1.1608e-12
"13688","OMD",1.243e-05
"13689","SH3TC1",6.0939e-35
"13690","TMEM160",0.099858
"13691","DHRS12",1.0374e-08
"13692","MED31",0.00068836
"13693","KRBA2",1.8795e-07
"13694","MTERFD1",1.0306e-08
"13695","GMPR2",1.0324e-08
"13696","DPEP3",5.2742e-10
"13697","PTGES2",2.361e-09
"13698","FAM63A",4.5522e-16
"13699","SLC25A18",1.8732e-07
"13700","GINS1",7.7028e-07
"13701","FAM228B",1.8573e-07
"13702","BCO2",3.7829e-18
"13703","FAM132B",0.0025225
"13704","BMP15",0.0001832
"13705","STEAP1B",1.2368e-05
"13706","FADD",0.52595
"13707","CDHR5",7.7447e-19
"13708","MESP2",3.1138e-06
"13709","ARHGEF39",1.1334e-10
"13710","DDIT4",0.00068309
"13711","TSPYL4",1.2306e-05
"13712","GPX4",4.7865e-05
"13713","SLAMF9",1.2303e-05
"13714","PHF11",4.3505e-08
"13715","NTPCR",0.0025124
"13716","FEN1",4.7743e-05
"13717","PARVB",2.3813e-13
"13718","ZNF488",3.0911e-06
"13719","GOT1L1",5.1791e-10
"13720","SSX3",0.009026
"13721","TMEM177",0.0089914
"13722","YIPF2",4.3157e-08
"13723","FCRL3",5.9739e-21
"13724","TTC32",0.031091
"13725","GALNT15",3.6481e-18
"13726","MEP1B",1.9369e-24
"13727","MCM7",1.9396e-24
"13728","CTD-3105H18.16",0.099394
"13729","EFCAB10",0.0089932
"13730","HN1",0.002505
"13731","SUMF2",9.9738e-09
"13732","MCHR1",4.7359e-05
"13733","C4orf29",1.0881e-12
"13734","DAPK2",5.0088e-10
"13735","CRHR2",8.5473e-17
"13736","GM2A",0.03103
"13737","SLC16A8",0.0089726
"13738","KRCC1",0.00067915
"13739","SAMD11",4.7681e-14
"13740","C1QTNF3",1.8089e-07
"13741","LIM2",0.00067834
"13742","FGF23",0.031014
"13743","FPGT",1.0949e-10
"13744","NAA40",9.7852e-09
"13745","CDH16",3.6527e-25
"13746","ENTHD2",9.8236e-09
"13747","TRABD2A",2.2361e-09
"13748","hsa-mir-1199",0.00067712
"13749","MYBPH",2.2535e-13
"13750","C2orf47",3.0232e-06
"13751","PRELP",4.7067e-05
"13752","PDCD1LG2",1.203e-05
"13753","NIF3L1",9.7207e-09
"13754","EIF2S3L",0.00017977
"13755","C6orf57",0.098879
"13756","CNKSR1",4.289e-30
"13757","EXOSC6",0.52473
"13758","PRDX5",0.00017921
"13759","OXLD1",0.26634
"13760","P2RX4",4.9835e-12
"13761","RERG",1.2001e-05
"13762","ARRDC2",2.1977e-09
"13763","CHST12",4.6561e-05
"13764","RP11-455G16.1",0.030803
"13765","ADPRH",2.991e-06
"13766","NME5",0.00067197
"13767","CCDC69",4.9125e-12
"13768","TMEM8C",0.00017841
"13769","ADCK1",9.4776e-15
"13770","ANGPTL4",2.3089e-11
"13771","LITAF",0.030752
"13772","IL18",0.030717
"13773","ZNF132",1.0294e-12
"13774","POLE3",0.030709
"13775","LDOC1",0.52431
"13776","NUPL2",9.5131e-09
"13777","RNF125",4.6358e-05
"13778","C1orf177",2.1352e-13
"13779","COA1",0.0088335
"13780","KCNJ1",4.6255e-05
"13781","TECTB",4.7666e-10
"13782","MB",0.030636
"13783","ERMN",1.1805e-05
"13784","ANKDD1A",7.7415e-17
"13785","C11orf49",2.2431e-11
"13786","MKKS",2.1265e-09
"13787","GTDC1",1.0127e-12
"13788","TTLL9",3.1982e-18
"13789","TTC7A",1.5359e-31
"13790","ASB15",1.84e-15
"13791","BPIFB2",4.7491e-12
"13792","EPHA10",1.2428e-26
"13793","UGT1A5",9.3665e-09
"13794","TMPRSS11A",1.8331e-15
"13795","SLC41A3",2.0709e-13
"13796","ZNF732",0.098159
"13797","C17orf98",0.0088152
"13798","EGFL6",9.9818e-13
"13799","SERP1",0.26523
"13800","OR5P3",0.09817
"13801","TAS1R2",7.6139e-17
"13802","NSG1",0.0088286
"13803","TTC9C",0.00017609
"13804","CASP10",4.6392e-12
"13805","ATP13A5",2.4077e-49
"13806","PRPSAP1",1.7124e-07
"13807","RHOF",0.00017569
"13808","UNC5CL",2.0365e-13
"13809","PCK1",8.7476e-15
"13810","PEBP4",4.575e-05
"13811","CBLN3",0.00066248
"13812","NARF",9.7836e-13
"13813","PMEL",3.0571e-18
"13814","TMEM192",2.9274e-06
"13815","SYNDIG1L",0.0087901
"13816","MACC1",6.0053e-19
"13817","ZNF442",0.03048
"13818","MBLAC2",4.5418e-05
"13819","HAPLN2",7.1205e-07
"13820","SAMD10",0.00065861
"13821","FAM19A4",0.00065997
"13822","CES2",3.5781e-16
"13823","FCHSD1",1.3536e-31
"13824","ADAMDEC1",3.6295e-16
"13825","ASPRV1",0.0087846
"13826","PECR",4.0029e-08
"13827","B3GALTL",7.1449e-17
"13828","TVP23A",1.6882e-07
"13829","SRD5A1",1.1557e-05
"13830","EMC6",0.52298
"13831","C9orf171",1.693e-07
"13832","NSUN3",9.0405e-09
"13833","TRIML2",1.154e-05
"13834","MYL6",0.00065343
"13835","TAF1C",1.4604e-24
"13836","BPIFB4",4.6976e-21
"13837","CASP14",2.8684e-06
"13838","C15orf65",0.26387
"13839","ORM1",1.1456e-05
"13840","MMAA",9.3982e-13
"13841","RMND5B",1.9471e-13
"13842","OR51F1",0.030324
"13843","PON1",9.8142e-11
"13844","MICU1",1.9344e-13
"13845","DYTN",5.7188e-19
"13846","HSPA1A",0.030228
"13847","FAM200B",2.0087e-09
"13848","CDK11A",1.385e-17
"13849","TSPAN11",6.945e-07
"13850","RAB32",0.00065061
"13851","IQCJ",0.0006522
"13852","FAM32A",0.030275
"13853","GPR153",6.8764e-07
"13854","MISP",4.3142e-12
"13855","CILP",5.3654e-26
"13856","C1QTNF9",1.1372e-05
"13857","PLA2G2A",0.097278
"13858","CD207",2.8182e-06
"13859","CLEC4E",1.1378e-05
"13860","DUSP13",1.132e-05
"13861","NRTN",0.030223
"13862","AVPR1A",6.8987e-07
"13863","KLK7",0.0006467
"13864","MRPL35",0.0023926
"13865","CCZ1B",8.9699e-13
